"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"234","2017100110_3726",76.87,66.99,76.46,75.25,70.27,78.68,78.79,78.48,76.81,62.82,77.34,99.32,85.06,81.16,112.42,97.02,83.95,83.43,84.44,79.46,80.32,113.76,33.14,39.32,13.16,35.08,13.01,17.86,39.4,21.21,25.63,26.65,30.35,21.72,28.97,20.46,27.99,38.06,35.28,23.62,26.6,26.22,15.31,28.48
"235","2017100110_37",48,39.8,45.26,42.84,40.73,41.69,44.06,37.67,53.17,40.92,40.24,27.85,26.56,4.93,37.8,37.61,28.01,39.36,37,8.01,36.49,38.38,12.43,25.32,36.94,30.37,17.39,35.82,23.59,17.65,25.02,11.27,14.81,28.38,27.26,17.42,12.05,29.5,22.77,33.49,20.47,18.72,18.98,14.29
"236","2017100110_3211",75.93,67.79,77.4,75.92,69.95,77.64,78.92,79.13,76.52,64.33,76.55,100.29,83.75,82.69,115.45,99.91,82.03,83.7,84.6,83.6,81.82,117.48,34.56,40.78,15.62,37.04,14.88,20.95,41.62,21.38,27.56,27.9,32.4,26.7,33.51,24.85,31.2,34.46,39.11,29.41,32.47,36.58,21.44,32.39
"237","2017100110_2943",76.51,83.96,77.4,82.31,83.14,81.41,78.78,85.16,66.96,82.95,78.12,97.07,78.18,117.2,78.8,84.68,89.44,83.4,83.46,114.29,87.21,81.58,44.29,27.9,19.23,23.72,36.65,20.06,31.17,33.35,28.39,45.96,42.23,33.86,41.46,28.58,42.06,29.06,37.45,32.83,24.45,27.78,39.5,39.27
"238","2017100110_2189",43.72,51.42,43.04,44.87,49.41,42.21,41.16,40.11,44.88,57.55,43.13,20.6,37.14,37.59,5.99,19.59,37.84,36.76,35.07,37.62,38.12,9.73,19.24,15.13,39.51,17.63,41.56,33.71,14.61,32.55,27.84,27.23,22.8,31.65,21.23,29.54,28.61,22.32,16.98,25.47,22.82,18.36,37.14,27.24
"239","2017100110_1609",72.93,79.07,72.7,77.44,79.31,77.01,74.8,80.95,65.33,78.9,76.42,98.48,77.56,113.33,75.69,79.75,87.19,78.88,79.94,111.25,84.93,79.81,44.73,28.31,19.03,24.95,38.52,19.85,31.48,37.29,28.25,45.86,39.38,32.88,40,36.42,40.2,30.66,43.77,35.51,24.47,35.23,36.97,39.75
"240","2017100110_1419",42.99,52.75,41.26,44.47,48.51,40.74,40.56,39.02,41.78,57.76,42.33,21.39,33.87,36.93,2.35,18.02,36.87,35.24,35.82,35.31,36.75,7.63,19.96,15.41,39.28,17.93,40.66,36.33,15.87,32.84,28.92,27.21,23.55,27.52,22.02,34.42,28.71,22.82,17.69,26.95,24.62,20.2,36.39,27.2
"241","2017100110_1348",74.05,80.53,73.99,78.6,79.97,77.37,76.08,81.39,65.28,79.66,80.01,94.6,93.48,114.72,82.78,82.27,94.41,80.37,82.56,111.75,83.69,82.29,45.16,29.34,18.81,23.87,38.46,17.03,31.46,35.85,27.52,44.01,40.57,26.99,28.03,41.9,43.25,23.47,32.93,20.64,33.9,39.04,35.04,39.15
"242","2017100109_4680",60.75,45.43,50.92,48.23,45.15,44.96,44.56,45.21,44.88,41.1,46.09,18.61,44.89,39.21,39.82,38.94,38.18,15.06,37.98,18.22,4.08,38.83,29.89,30.09,41.96,7.45,33.96,27.73,38.22,19.76,13.4,23.53,15.44,27.3,32.53,24.09,21.79,33.6,18.39,28.06,28.12,25.21,27.63,14.95
"243","2017100109_3806",56.24,67.78,71.04,70.14,60.61,68.35,68.52,69.83,69.52,73.69,68.28,99.67,76.98,82.17,76.43,77.63,79.19,106.5,79.79,99.37,115.82,78.54,26.15,22.02,45.52,23.29,8.04,16.9,11.78,35.25,42.03,32.08,39.19,26.79,12.6,26.59,16.61,23.14,36.82,31.19,30.82,31.46,36.18,40.61
"244","2017100109_2943",65.4,47,49.41,55.21,46.91,47.26,43.29,45.63,44.65,40.68,47.22,37.52,19.48,37.04,39.15,40.37,39.84,12.84,39.52,19.58,4.56,35.97,31,34.13,44.06,8.94,37.6,29.83,42.47,22.88,14.03,26.05,16.77,37.42,32.82,40.4,29.11,32.4,18.05,32.93,23.69,31.04,32.48,14.25
"245","2017100109_2694",67.7,67.44,65.54,61.54,54.83,67.05,62.81,66.46,65.27,67.6,65.22,77.24,101.39,116.1,94.04,79.47,91.88,80.41,99.25,74.2,74.67,70.67,29.78,47.42,45.23,17.52,25.86,15.13,22.72,34.75,40.76,37.17,25.89,40.17,18.27,38.19,34.25,29.08,29.32,44.02,42.29,21.26,13.87,31.62
"246","2017100109_2192",58.18,75.09,72.5,76.25,66.32,74.43,77.1,75.57,76.66,79.36,74.24,83.24,99.41,74.37,81.37,81.19,81.03,106.02,82.36,99.83,79.71,112,21.22,21.09,10.02,22.54,41.69,16.12,12.51,29.93,37.24,26.67,35.25,20.05,20.8,19.29,25.69,28.23,31.77,16.83,23.41,23.88,33.79,16.92
"247","2017100109_1253",55.2,71.98,71.05,65.54,73.58,72.9,75.75,73.27,76.39,79.9,73.44,80.6,94.57,82.5,79.98,76.69,78.07,100.21,77.2,94.63,78.62,106.72,20.03,18.97,9.18,43.3,15.2,22.6,11.68,29.68,36.84,26.22,34.67,15.53,17.11,14.2,22.57,19.66,34.61,15.6,28.96,18.9,36.55,16.75
"248","2017100109_1238",60.16,75.95,75.21,69.86,76.14,76.91,79.64,77.29,83.38,82.19,78.38,85.74,99.03,86.38,80.35,80.41,81.4,106.76,81.95,98.65,84.92,115.19,22.51,21.65,10.77,44.6,17.11,24.44,14.19,32.12,40.64,28.59,37.26,19.42,24.99,17.67,25.15,21.56,35.94,25.16,32.24,26.23,39.75,24.59
"249","2017100108_461",41.16,40.94,40.14,38.74,50.67,42.64,45.8,42.92,39.74,44.3,40.02,12.79,33.3,32.57,17.78,12.93,33.17,4.76,17.92,34.08,36.45,36.16,31.06,19.64,28.23,23.68,26.54,41.11,15.34,36.12,38.3,12.55,7.18,31.05,17.85,28.93,24.54,23.18,30.02,22.76,23.9,22.28,36.07,34.6
"250","2017100108_45",75.71,73.7,72.05,76.14,60.7,73.36,76.45,77.57,71.79,76.64,77.61,83.32,82.05,97.23,83.29,80.7,98.44,80.95,81.21,84.53,105.04,113.85,30.82,18.32,13.91,10.22,23.25,28.76,26.19,18.72,12.12,21.45,33.15,26,22.99,19.2,24.32,31.3,14.81,19.71,15.82,23.18,14.55,9.87
"251","2017100108_3856",76.72,75.29,68.54,73.96,60.89,76.3,75.92,71.31,72.58,74.27,78.83,82.63,80.68,110.54,81.77,87.95,78.55,78.33,80.98,87.92,85.39,100.25,42.25,25.8,21.12,16.8,30.51,39.64,36.14,34.29,22.97,31.13,47.79,39.49,34.47,46.91,35.55,39.37,46.21,20.84,26.19,22.76,32.78,33.24
"252","2017100108_382",74.33,75.13,73.81,75.76,59.11,71.65,74.96,77.9,73.01,75.89,76.85,81.28,81.64,95.25,82.28,79.45,98.64,79.85,81.83,82.72,104.94,111.05,31.85,17.18,12.74,8.42,23.28,28.63,24.97,18.07,11.01,20.37,34.97,25.25,18.93,21.81,22.97,33.9,13.7,16.48,7.84,21.97,7.84,4.48
"253","2017100108_3171",78.07,78.82,71.32,77.43,61.1,77.49,78.65,74.09,74.52,76.8,81.55,82.27,82.55,111.8,82.92,86.1,81.51,78.66,81.47,84.27,84.99,106.19,42.53,27.37,24.29,19.62,29.46,40.4,35.42,33.67,22.64,31.78,46.55,38.02,33.48,46.46,36.53,38.25,45.1,21.91,27.67,18.09,32.99,37
"254","2017100108_2848",75.65,70.11,77.96,77.19,78.52,64.48,75.92,76.12,77.99,73.37,77.52,108.75,86.99,82.62,103.11,109.47,79.94,117.05,102.75,82.07,80.65,80.97,19.89,41.88,34.22,23.9,28.2,23.2,6.76,36.51,40.12,14.46,9.12,22.43,36.5,30.21,26.44,32.69,19.08,26.47,27.26,33.56,16.67,21.55
"255","2017100108_1414",44.72,44.32,46.88,41.74,59.74,47.58,43.17,42.23,45.24,44.06,41.94,36.68,35.89,29.43,36.25,45.68,23.31,34.46,36.9,33.32,16.1,8.71,19.49,35.14,39.32,41.41,29.28,23.49,26.52,33.9,42.01,31.49,18.18,27.83,34.01,32.15,30.94,20.61,31.9,38.56,41.36,39.31,34.81,33.09
"256","2017100107_55",59.86,41.02,43.86,42.7,44.68,43.58,42.18,49.39,43.43,45.69,47.69,39.27,1.58,17.46,40.66,35.14,39.02,36.95,38.13,19.68,35.57,37,23.41,18.32,28.52,21.11,10.2,13.65,33.93,30.98,16.27,24.72,11.09,22.77,17.31,12.06,25.38,13.31,32.07,20.76,27.64,18.69,15.61,18.87
"257","2017100107_451",52.74,29.89,35.28,34.62,34.56,34.5,31.31,37.4,33.8,36.02,38.85,31.02,0.19,16.45,34.69,30.95,31.47,28.94,34.91,17.23,32.33,31.86,24.65,22.13,25.72,20.05,10.2,13.4,36.31,30.57,16.57,22.74,11.14,19.67,19.29,16.09,21.7,11.78,34.99,17.47,25.14,17.19,15.32,16.86
"258","2017100107_3650",45.77,51.95,58.96,42.29,42.33,45.02,47.37,43.28,44.24,49.42,43.48,39.27,37.86,23.07,19.81,42.03,38.84,22.39,36.22,36.16,13.11,35.12,46.31,19.32,32.19,22.4,30.18,25.11,39.77,42.85,35.6,34.68,44.61,35.34,39.74,32.77,31.16,24.99,41.19,33.63,27.52,33.03,34.67,38.14
"259","2017100107_3262",45.74,58.05,39.12,39.94,42.75,44.71,42.84,45.06,41.14,46.97,40.33,37.04,34.63,25.83,16.46,37.21,44.13,25.74,35.08,37.02,11.07,37.02,6.52,23.97,29.14,25.59,35.85,24.78,12.62,10.97,16.19,39.01,7.66,22.6,26.11,15.12,22.45,32.18,11.99,16.37,14.02,15.76,18.5,12.27
"260","2017100107_3019",56.55,65.82,74.76,73.19,75.09,73.52,74.7,72.83,70.85,73.59,72.46,80.38,117.86,100.6,79.35,82.56,79.56,88.89,81.36,99.9,82.14,81.45,28.94,45.28,34.73,24.94,31.99,20.18,43.93,40.55,17,37.98,27.83,33,44.64,43.77,30.1,44.59,20.25,33.9,24.67,38.03,38.86,35.91
"261","2017100107_1981",69.66,61.63,78.59,77.65,78.33,74.68,73.7,76.12,76.32,73.85,74.27,84.37,85.09,98.72,108.96,84.15,82.69,99.06,85.07,83.15,111.51,91.64,9.12,21.77,31.67,14.91,35.87,28.44,26.95,11.36,18.95,7.53,38.35,19.24,14.14,22.41,25.96,32.75,12.88,21.66,25.88,20.24,24.92,20.23
"262","2017100107_1565",49.19,60.05,46.13,42.98,45.74,45.89,44.86,44.16,50.07,46.34,41.84,38.56,38.94,21.85,17.12,36.87,36.25,21.46,36.09,36.38,7.9,31.57,45.24,35.61,20.71,29.13,17.73,26.04,38.58,41.09,23.94,45.56,35,37.72,39.33,34.59,33.63,42.93,26.69,35.68,29.42,34.54,36.04,36.77
"263","2017100107_1270",60.82,67.82,75.42,71.56,74.22,72.92,71.96,71.89,70.62,72.41,71,77.7,107.6,96.88,77.95,81.01,79.15,86.35,78.02,96.43,81.23,79.64,30.49,44.08,35.18,24.75,32.24,20.96,42.44,39.67,17.63,37.48,27.64,32.12,37.92,38.63,30.09,41.13,21.22,34.4,24.8,33.31,37.39,35.3
"264","2017100107_1052",43.04,58.92,41.44,41.15,45.07,45.09,42.45,42.04,42.35,44.03,39.44,37.92,35.04,24.01,13.88,39.19,23.91,35.35,6.23,38.11,33.93,34.83,15.22,23.07,30.3,24.16,35.88,27.27,11.6,8.74,17.95,4.03,25.4,19.39,23.86,16.75,21.89,9.6,18.69,18.8,19.83,16.99,21,28.12
"265","2017100106_991",44.43,58.04,38.47,43.95,47.93,40.28,38.88,36.93,40.99,40.15,38.88,24.2,5.43,25.66,34.84,36.84,35.69,24.61,25.07,14.13,36.03,35.03,16.72,21.54,25.95,37.99,10.25,29.98,18.14,21.88,20.89,12.47,33.66,32.57,22.66,24.05,25.25,22.78,21.66,31.71,25.14,19.69,18.5,28.74
"266","2017100106_2403",43.49,59.08,40.08,46.6,45.77,41.89,40,38.51,40.97,39.28,39.17,16.45,28.07,28.32,37.65,35.51,36.26,19.65,27.41,28.81,36.88,35.72,11.12,17.44,21.04,33.65,5.95,26.01,11.55,17.97,14.93,6.7,30.09,1.36,7.8,16.16,25.07,18.06,11.88,15.91,14.42,9.03,10.3,21.2
"267","2017100106_2188",42.56,57.56,37.95,43.86,44.26,39.11,37.17,37.09,39.11,37.21,38.48,25.18,11.17,29.16,35.44,34.69,34.26,22.55,26.38,16.97,33.35,35.58,14.61,15.86,22.96,33.57,7.66,27.54,15.37,20.64,18.18,9.47,31.25,15.7,5.54,22.04,29.26,20.7,17.54,20.04,17.81,18.44,16.06,22.96
"268","2017100106_1896",44.99,61.39,40.04,45.85,48.62,41.9,39.91,39.14,41.5,40.53,40.54,26.05,2.65,28.38,35.67,34.3,36.64,22.48,26.55,15.32,33.33,34.47,12.91,15,23.78,37.41,7.52,29.56,15.66,19.87,18.13,8.35,33.47,15.78,3.91,28.03,33.63,23.3,18.7,19.47,18.74,22.4,16.15,25.8
"269","2017100106_1685",56.19,74.61,76.39,77.89,78.99,77.67,76.98,77,74.99,77.09,79.04,79.89,100.14,100.1,83.61,88.16,82.97,82.67,82.76,100.83,99.92,116.24,18.74,33.85,5.8,24.89,10.18,22.15,11.79,36,26.19,14.16,17.56,31.01,18.81,13.58,15.15,21.96,27.38,21.59,16.81,25.05,17.74,13.32
"270","2017100105_948",80.17,70.87,78.42,75.8,77.79,79.14,72,63.53,76.43,78.83,81.3,89.67,84.15,98.53,81.8,83.95,90.45,86.36,84.53,82.27,117.53,99.48,26.68,30.58,28.96,9.14,14.9,20.59,9.64,22.32,10.87,34.77,14.19,19.79,6.59,12.63,14.39,32.19,17.72,24.06,17,15.6,20.97,23.76
"271","2017100105_590",40.11,48.14,42.77,41.53,41.5,45.92,54.95,43.87,40.48,38.94,39.13,30.79,35.13,20.53,37.59,37.85,29.74,34.71,36.09,37.62,4.39,20.92,29.34,24.09,45.44,39.13,33.26,45.33,31.08,43,20.35,27.32,38.92,35.14,46.9,41.86,41.98,25.04,36.6,29.95,37.5,38.83,33.33,30.82
"272","2017100105_37",46.62,39.78,46.1,41.98,41.03,40.83,40.23,52.68,41.99,41.17,35.98,31.88,38.66,37.48,39.74,38.65,29.77,36.3,36.63,38.5,9.65,22.85,44.25,31.06,24.92,45.53,40.07,33.73,22.89,32.52,43.97,27.74,36.95,39.04,45,41.44,43.08,26.98,41.33,33.58,38.6,39.82,36.51,31.91
"273","2017100105_3257",76.78,66.58,76.26,77.95,78.12,79.27,79.25,64.66,76.59,72.28,77.56,87.66,77.97,95.39,84.77,77.64,78.23,93.83,83.24,81.75,107.66,95.63,20.53,30.71,27.82,4.63,10.89,15.26,12.08,19.74,8.06,17.03,30.92,12.68,7.12,5.5,11.48,8.63,27.11,8.28,14.25,19.34,5.81,19.33
"274","2017100105_3204",79.54,68.69,77.27,76.87,78.87,78.05,81.01,62.98,75.8,72.58,80.66,89.09,76.01,100.01,85.19,83.28,81.93,95.91,84.21,82.06,117.77,100.77,24.27,32.33,29.56,8.05,12.89,21.11,14.84,21.33,10.38,8.54,32.97,12.85,10.17,9.02,14.98,10.72,28.78,11.25,16.65,23.21,10,21.35
"275","2017100105_3030",73.48,65.72,71.46,71.4,72.05,72.21,73.23,62.89,71.55,67.62,74.04,92.9,83.36,99.13,81.64,80.4,80.02,100.74,82.84,80.16,116.19,101.21,29.99,36.66,31.87,9.71,17.81,26.55,22.08,24.69,12.39,9.65,39.55,24.51,7.89,15.99,33.42,17.63,37.21,23.34,29.5,19,27.37,32.2
"276","2017100105_2423",37.88,46.2,38.62,42.18,40.17,39.19,36.98,52.65,42.45,46.3,36.35,28.79,34.14,21.16,38.13,37.86,28.65,35.17,34.38,35.93,6.47,20.83,28.36,22.38,26.34,44.9,38.45,32.96,33.93,32.49,41.7,45.43,21.91,35.07,46.56,41.33,42.99,25.18,36.57,30.1,34.46,38.33,33.96,31.41
"277","2017100105_1989",65.02,74.15,77.73,76.35,80.45,80.48,79.53,78.24,78.43,80.37,68.87,113.72,83.42,84.26,91.77,84.13,83.41,87.17,88.01,82.92,81.83,110.51,26.36,14.7,24.7,43.72,39.65,35.11,28.79,17.87,13.07,26.42,47.8,31.83,40.62,31.16,20.16,35.82,15.54,27.13,31.31,19.79,26.73,29
"278","2017100105_1773",78.98,70.94,78.68,76.31,78.78,80.03,73.35,64.47,76.8,79.54,81.28,89.85,86.34,98.02,82.95,82.48,89.98,85.15,84.62,83.84,116.12,99.67,24.33,31.28,28.54,8.7,14.91,22.14,9.12,22.35,10.98,34.38,15.6,18.91,6.52,12.59,12.1,29.66,18,23.61,19.31,16.19,21.57,23.74
"279","2017100105_1623",53.88,44.83,41.09,43.17,39.1,40.55,40.66,41.24,43.16,37.6,50.06,13.62,37.98,35.25,29.83,36.47,37.75,31.04,33.02,35.37,35.95,10.2,36.83,21.63,31.44,48.17,41.65,39.21,48.36,23.92,23.76,37,47.92,38.96,24.44,32.75,41.46,28.36,47.02,39.59,33.04,41.09,36.41,43.71
"280","2017100105_1416",80.53,73.47,78.47,76.79,78.21,80.37,72.86,63.88,76.71,79.91,81.88,89.57,84.76,97.82,81.66,82.61,91.15,84.55,85.34,84,118.21,100.39,25.65,32.78,26.19,9.64,14.5,21.56,8.23,22.89,11.58,34.54,14.51,19.76,6.81,12.68,15.4,30.06,18.26,24.04,17.83,16.18,21.27,22.84
"281","2017100105_1109",54.82,47.29,42.3,40.62,40.74,41.81,47.42,39.58,42.73,42.31,42.76,1.54,35.96,35.34,29.49,35.41,37.8,31.04,30.36,37.28,38.23,9.52,26.02,42.69,28.84,13.18,19.09,36.14,8.71,28.28,22.24,40.75,10.09,16.74,10.08,22.08,28.75,16.01,39.11,25.76,21.98,33.32,27.17,23.44
"282","2017100104_921",50.97,40.92,39.47,46.12,44.64,50.75,41.23,39.21,40.39,38.08,41.36,28.88,32.64,31.65,18.41,36.42,9.22,38.57,38,17.91,32.68,38.37,26.88,20.2,20.8,37.82,30.87,12.14,15.49,10.41,37.02,29.34,28.82,26.04,32.86,28.17,24.63,15.2,30.9,22.42,21.38,23.7,19.4,13.41
"283","2017100104_483",46.16,59.38,48.24,43.76,40.95,42.64,42.88,42.37,42.73,41.28,41.09,21.31,40.64,22.98,20.69,35.44,39.26,13.08,33.32,5.19,38.85,35.89,9.18,22.6,37.76,26.66,19.01,29.2,32.02,6.12,22.36,16.61,13.31,14.17,20.38,22.33,18.09,27.74,22.67,15.24,10.81,11.56,20.97,34.1
"284","2017100104_46",45.83,63.73,48.87,44.2,42.52,43.49,42.71,46.29,42.44,44.27,43.49,34.03,41.27,21.03,20.7,36.2,40.03,13.31,36.35,2.24,36.49,35.09,42.8,30.03,12.77,31.57,28.02,21.8,43.86,17.09,34.18,24.69,39.21,29.71,29.24,32.79,31.71,35.63,31.64,33.78,17.15,31.38,23.97,42.8
"285","2017100104_3745",69.45,79.46,81.7,72.21,73.52,87.7,80.65,78.54,81.12,84.72,81.18,85.29,87.71,83.66,90.76,88.82,102.11,84.98,83.11,90.15,89.11,86.59,13.21,19.28,4.71,28.41,22,2.36,7.14,9.85,20.81,9.02,17.7,7.44,9.68,6.43,3.87,16.08,3.4,11.01,12.34,7.14,18.68,23.3
"286","2017100104_3337",46.5,56.41,42.67,40.76,37.77,40.08,38.74,42.24,38.05,39.45,37.6,22.84,36.14,22.91,21.25,35.03,38.13,15.97,36.26,5.51,39.72,35.06,38.83,24.5,9.74,22.56,23.53,29.66,8.28,34.74,20.3,27.02,14.2,16.68,24.88,23.85,20.93,28.53,22.1,21.73,19.65,19.25,19.44,33.96
"287","2017100104_2877",60.09,74,69.59,74.07,78.33,76.53,78.58,73.86,77.09,76.52,77.57,87.25,81.07,90.85,99.08,82.46,71.89,109.12,86.36,117.4,83.55,81.3,30,43.99,15.39,28.29,28.54,23.99,47.95,20.25,37.23,27.3,40.27,37.3,30.56,30.97,37.64,26.15,29.04,38.25,44.8,45.87,37.88,19.85
"288","2017100104_2611",59.8,75.18,74.32,76.89,80.68,78.78,80.12,76.17,80.05,78,78.76,99.05,79.87,90.08,99.66,82.59,81.59,110.18,87.36,119.47,82.69,82.82,30.71,16.43,43.53,33.23,27.44,23.76,47.26,18.9,36.14,26.42,40.4,36.25,31.31,27.88,34.89,28.62,34.26,35.58,44.72,38.67,37.94,18.68
"289","2017100104_261",64.44,76.54,76.67,70.88,71.64,69.07,71.55,78.01,78.25,79.18,78.23,86.73,82.61,83.69,100.22,114.04,79.84,80.65,99.7,85.05,99.76,82.3,17.13,17.49,22.12,36.54,25.11,7.35,27.77,9.75,7.17,16.64,23.02,18.82,13.32,15.67,12.39,18.89,19.87,20.06,18.21,22.05,16.22,25.4
"290","2017100104_2162",56.57,43.09,42.24,50.98,49.32,49.55,45.75,42.4,41.2,40.84,42.22,37.74,34.06,38.33,20.3,28.12,5.14,38.47,39.81,20.9,34.11,36.19,38.87,37.03,31.82,18.31,29.98,48.03,20.99,42.46,46.9,37.23,30.45,42.27,38.99,45.44,39.84,33.33,40.68,36.99,35.42,37.95,31.74,26.44
"291","2017100104_1875",55.52,43.66,39.98,49.33,45.19,50.57,42.42,42.25,41.3,44.14,41.98,32.86,33.19,37.22,20.5,29.94,0.45,39.85,39.79,21.71,33.11,34.61,33.9,26.52,45.85,16.98,25.03,46.24,40.87,34.28,19.41,34.58,30.85,41.31,37.86,44.08,38.72,32.24,31.7,35.37,33.13,38.38,30.07,26.19
"292","2017100104_1599",72.88,62.48,75.55,78.36,81.01,78.56,81.53,76.45,80.76,78.73,80.13,88.14,81.94,98.23,99.96,84.55,83.82,110.18,86.23,117.53,84.54,83.58,14.27,30.09,42.1,33.07,27.75,23.81,46.84,19.35,35.74,26.63,39.3,31.85,30.03,28.47,31.2,24.33,27.9,34.41,42.32,34.87,35.82,19.89
"293","2017100104_1290",51.82,43.05,41.33,47.08,41.31,37.36,40.84,42.8,44.82,40.43,39.54,30.32,33.75,33.5,18.61,38.56,5.46,39.18,39.06,18.11,35.22,38.63,23.32,26.54,10.83,36.54,30.16,10.43,13.89,19.82,32.38,21.92,26.55,23.3,30.48,27.14,22.52,13.83,25.34,22.49,21.4,21.63,17.7,12.51
"294","2017100104_1102",61.83,74.7,71.78,77.43,75.7,76.38,78.75,74.7,78.76,77.31,78.17,87.06,83.08,89.3,100.48,84.11,72.85,109.48,86.01,117.23,83.91,83.27,30.22,42.46,14.8,32.49,25.5,22.73,47.07,18.39,34.93,24.89,39.66,35.09,30.16,27.95,33.43,23.49,25.73,35.6,42.94,36.91,36.83,19.38
"295","2017100103_3893",75.22,68.93,75.96,71.58,75.2,73.48,77.33,71.2,60.1,72.03,76.7,81.88,78.15,99.39,78.2,76.97,78.75,78.07,78.39,77.99,83.81,78.76,38.21,21.7,33.37,30.97,28.49,39.82,48.76,25.08,33.62,15.7,43.67,21.6,29.85,37.44,46.48,23.07,37.36,19.09,32.44,42.82,42.34,26.17
"296","2017100103_36",77.61,73.32,63.53,78.36,74.62,77.97,80.67,71.79,78.23,73.73,77.87,95.74,79.01,82.56,96.15,79.62,83.22,84.37,105.55,79.16,79.49,89.08,28.36,39.16,29.57,41.67,18.9,13.44,24.6,20.72,38.11,14.83,34.88,29.87,20.58,39.07,28.68,16.38,28.42,34.12,30.53,14.47,18.34,21.38
"297","2017100103_2611",76.88,71.58,60.51,77.79,75.02,77.77,78.27,72.62,73.56,75.03,75.73,98.12,80.72,81.52,79.97,98.38,79.08,80.42,109.15,80.46,103.37,81.94,21.89,13.62,19.13,9.76,28.4,35.15,24.22,31.67,13.45,33.52,18.41,19.35,21.9,33.31,29.74,24.87,28.79,23.76,19.93,11.43,19.72,20.09
"298","2017100103_2209",77.27,74.64,60.63,77.64,76.5,77.43,78.64,74.31,76.9,72.89,76.81,99.66,82.76,83.02,83.72,97.46,79.46,82.09,110.87,78.42,104.33,78.91,17.52,7.06,16.1,9.25,25.67,31.75,22.15,27.9,12.84,30.11,15.3,8.91,17.64,29.46,23.37,16.78,15.75,21.02,8.28,10.89,12.3,15.06
"299","2017100103_1730",42.6,47.29,60.25,46.3,43.1,46.26,42.94,41.34,50.53,44.32,43.9,22.47,36.9,39.4,40.66,22.32,41.11,38.62,11.09,44.02,17.63,37.97,20.39,10.95,23,31,10.92,27.3,32.08,25.89,29.75,14.66,15.95,23.16,22.46,13.42,15.98,17.04,16.81,20.35,20.06,28.04,20.14,25.9
"300","2017100103_1491",44.34,47.48,62.19,43.92,46.3,44.66,43.6,50.82,45.86,49.86,46.18,22.34,39.63,40.51,20.82,41.29,39.5,6.87,41.38,14.79,39.02,38.18,18.97,10.19,21.47,9,27.52,34.06,25.29,30.9,12.86,32.78,15.89,21.42,22.06,15.83,12.79,16.89,19.5,13.18,31.2,16.15,26.83,10.88
"301","2017100102_648",76.87,70.35,73.45,74.99,73.37,74.01,62.66,74.43,76.2,74.42,71.14,77.05,80.25,79.92,85.44,80.44,78.06,109.15,98.76,76.77,81.72,99.2,13.28,42.45,43.75,33.58,28.5,36.33,26.37,21.34,19.85,25,10.18,29.23,32.88,38.41,34.92,24.86,22.13,18.88,24.33,27.3,18.81,24.92
"302","2017100102_4007",73.88,71.88,75.13,76.34,74.45,76.29,62.57,74.59,76.05,74.88,70.87,78.15,80.74,80.37,84.98,81.35,78.97,99.33,115.3,77.41,81.69,100.1,11.09,42.53,42.49,31.13,26.42,34.54,22.41,20.16,17.66,22.44,9.87,26.22,33.26,36.5,34.43,22.55,20.95,24.15,15.83,24.51,17.49,24.72
"303","2017100102_37",80.69,74.66,77.52,77.99,75.37,77.89,61.71,76.6,78.61,76.9,73.35,77.55,81.09,79.93,84.38,79.66,80.32,117.96,99.51,77.2,81.24,99.21,17.57,46.4,45.43,35.92,30.49,40.37,24.67,24.44,22.26,27.67,12.89,31.27,37.41,40.97,38.93,28.17,25.71,28.2,28.94,29.73,23.2,33.29
"304","2017100102_2782",74.38,79.6,60.7,76.49,75.04,75.43,77.37,72.5,74.36,78.32,77.32,79.61,86.56,79.83,80.66,94.41,73.96,99.23,112.62,73.26,98.94,108.59,30.05,8.11,21.15,17.33,36.04,28.6,19.9,24.12,14.32,11.45,24.65,17.55,31.14,27.73,15.3,28.58,23.74,20.17,20.05,21.69,21.01,22.83
"305","2017100102_2435",76.07,76.72,60.41,74.62,78.68,76.62,77.23,74.17,73.69,75.56,78.57,78.45,85.17,78.95,78.27,93.36,76.88,96.31,110.24,74.94,96.33,105.17,47.55,24.02,30.94,28.18,48.92,41.39,30.66,43.72,34.83,24.81,39.02,31.46,38.49,47.01,27.9,43.7,42.72,35.92,45.48,34.92,38.57,36.29
"306","2017100102_2227",78.39,76.38,76.67,61.91,75.06,78.06,77.34,76.4,73.89,75.72,78.96,75.11,84.52,82.28,78.51,84.62,79.3,95.37,108.99,75.33,95.11,105.92,33.4,44.17,22.03,30.2,27.99,46.26,39.78,41.36,31.54,24.48,37.93,31.01,27.75,41.7,27.31,31.8,37.37,39.08,39.97,32.39,37.11,33.64
